tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
733142,295433,True,Thu Oct 12 17:42:37 +0000 2017,I have been told that since April. Literally 10 months. How can your customer services be more inept than your train service?,,733141.0
467373,185625,True,Fri Dec 01 05:39:45 +0000 2017,"Is there a way to get in touch with a rep for our local distribution center? My past 3 shipments have been poorly packaged, with 2 of the 3 damaged. Support reps have been able to refund/compensate case by case, but I really just want my stuff to arrive intact.",467371,
172476,156306,True,Fri Nov 24 21:55:27 +0000 2017,"uhhh, can we get those Frank Ocean Endless tracks already plz?",172475,
1663530,173179,True,Mon Nov 06 09:45:30 +0000 2017,NO! Why did you try to charge my card for the Xbox One X today? I changed my shipping method to standard so I would be charged Tue!,1663528,
2424926,696372,True,Tue Nov 14 18:25:27 +0000 2017,your service has been crappy for the last week.  My and others signals have been less than LTE and sometimes it gets thrown into roaming.  I spoke with a rep about this and they state there is nothing wrong with the coverage in the area.  Clearly there is...,2424925,
2773369,775141,True,Tue Nov 21 14:23:17 +0000 2017,why am I getting charged for YYZ prices when I am by the airport and not at the terminals. 40+ to go a few km is insane.,2773367,
1618032,496112,True,Sat Nov 25 12:52:42 +0000 2017,what's with your promo code PERTHRACES17 promotion that doesn't work ? #ordinarymarketing #peoplearentidiots,1618031,
800527,144763,True,Thu Oct 12 15:19:07 +0000 2017,Here is my experience with @British_Airways Buy on Board from @243762! It was delicious! :P #inflightfeed #paxex https://t.co/N54DbAdFah,"800526,800528,800529",
208544,165324,True,Wed Oct 04 04:33:08 +0000 2017,"Also w/ @115783 it might be a good time to consider rebranding. The second ""B"" infers breakfast which isn't a part of most host agreements.",208542,
421429,215412,True,Tue Oct 10 08:14:33 +0000 2017,2/2 @AmericanAir is there an e-mail address I could forward the complaint to? Thanks in advance!,421428,
943788,343771,True,Sat Oct 14 08:11:50 +0000 2017,Thank you! It's my girlfriend's 40th birthday trip and my first long haul flight so we're very excited! See you soon @VirginAtlantic,,943787.0
1773020,168641,True,Tue Oct 17 22:44:15 +0000 2017,"Appreciate the reach out but at this point, we've already switched and closed our biz account. Fees were as described above - $10 for a cashiers check, $15 for every incoming and outgoing wire, ATM fees, etc.",1773022,1773019.0
1045006,346582,True,Mon Oct 23 09:58:58 +0000 2017,"It doesn't matter anymore, I give up. I have wasted 3 days of my time trying to get this sorted.",1045005,1045007.0
2981192,822243,True,Thu Nov 30 04:50:29 +0000 2017,"I called about moving the flight, but I was told nothing can be done because of the type of ticket I have...",,2981189.0
136275,146712,True,Fri Nov 24 08:35:48 +0000 2017,is there a reason you’re charging £7.95 for delivery of a dvd? 🤔,136273,
199144,162929,True,Wed Oct 04 12:46:35 +0000 2017,"Dear @118266 we need lyrics, not behind the lyrics. Thanks",199143,
100829,138053,True,Thu Nov 30 18:03:18 +0000 2017,But that does not explain why I would have to change trains. Why not simply allow me to stay on the same train.,100831,100828.0
1643377,339143,True,Sun Nov 05 21:35:28 +0000 2017,"Never thought I️ would be proud of Donna Brazile, but life is strange. https://t.co/OdLTEPXYXg",1643376,
2085774,616767,True,Fri Nov 03 17:44:00 +0000 2017,just ordered at my local drive thru and my order wrong and she proceeds to tell me I am wrong.  Great customer service!!!!!,2085773,
86987,135031,True,Thu Nov 30 09:59:01 +0000 2017,"And every time I’ve reached out, I’m told to reboot my phone. How many times??? 😫",86986,86988.0
1877796,177859,True,Sat Oct 21 00:52:53 +0000 2017,"Hey @115858 since the last update I have to charge my phone 3 times and day, it gets really hot, can’t adjust ring volume. When will u change",1877795,
2841827,790718,True,Wed Nov 29 22:03:51 +0000 2017,"CHEGOOOOU! Parece que enviaram de foguete, que atendimento lindo &lt;3",2841829,2841826.0
867088,325885,True,Fri Oct 20 17:57:08 +0000 2017,"Lungalunga centre, near the Lungalunga secondary school. The problem has been for a couple of days. 0714920821",,867087.0
592069,260116,True,Sun Dec 03 17:51:21 +0000 2017,"You did yes. I’ve checked my email, iPhone and iPad apps, and there’s been no progress.",,592068.0
2391933,688869,True,Fri Nov 17 13:33:49 +0000 2017,J'en suis à 7 jours et commande toujours pas expédiée pour des articles affichés en stock... Tout va bien dans la logistique Amazon...,2391934,2391929.0
844062,320689,True,Thu Nov 02 22:10:44 +0000 2017,"Still no word from you on why my account was blocked, all my mails have gone unattended. It's over 30 days. This is a disgrace Amazon!",,844058.0
2880884,238272,True,Tue Nov 28 14:19:41 +0000 2017,#pilots are always happy to have you on board ! 🏝🛫,,2880883.0
533003,243476,True,Sat Dec 02 10:11:00 +0000 2017,shambles this morning ... no trains between Didcot and Swindon and a replacement bus service that has one driver who needs 45 min breaks. Why no announcements on trains into Didcot to make us aware? #poorservice #train,533001,
2450810,702352,True,Sun Oct 29 15:38:58 +0000 2017,Are your halloween pumpkin donuts just pumpkin shaped or do they taste of pumpkin too? Also how long will they be for sale?,2450808,
2116422,417189,True,Wed Nov 08 13:34:59 +0000 2017,Trying to get tickets to leave from STX to the mainland is like making wine out of water 🤦🏽‍♀️ we need more flights @JetBlue @AmericanAir,"2116421,2116423",
917617,337851,True,Sat Oct 21 09:45:49 +0000 2017,Is there any plan to have the possibility to listen on echo device from the app. like spotify.,917616,
175742,157302,True,Sat Nov 25 02:41:37 +0000 2017,No i have a lan cable running from router to ps4,175744,175740.0
1940047,577043,True,Sun Oct 29 20:29:59 +0000 2017,Since the new update mine has been giving me trouble,1940046,1940048.0
2800056,455130,True,Wed Nov 22 00:07:30 +0000 2017,pls just add it into the game,,2800054.0
788975,308149,True,Thu Oct 12 10:52:02 +0000 2017,"PS4 and just this game, cannot find Ubisoft server, my friend does not have this issues and he his playing now",788977,788973.0
1560391,482125,True,Thu Nov 02 10:31:38 +0000 2017,Have shared the details..,,1560390.0
1012502,359585,True,Thu Oct 12 08:18:37 +0000 2017,"Come on @marksandspencer, what’s the reason for upping price by up to 39% in ROI at Christmas - just because you can? https://t.co/vtTdwL4NhC","1012501,1012503,1012504",
2311634,670392,True,Sun Nov 12 19:47:26 +0000 2017,"vou ter que restaurar meu celular de novo, ta feliz @AppleSupport?",2311633,
2281620,663203,True,Sat Nov 11 20:55:59 +0000 2017,2 hour delay and likely missing my connection to KOA...What a way to start vacation.,"2281619,2281621",
1114861,383094,True,Tue Oct 24 09:25:35 +0000 2017,"Guess what. They were no help! No item on its way, it’s just been refunded after 2 weeks. Awful customer service. Last time i’ll use amazon",,1114860.0
2049817,606166,True,Fri Oct 27 16:34:09 +0000 2017,We love getting fun notes with our packages! Thanks @MOO! 😄 #PassMeOn https://t.co/IPa3jpl7ik,2049816,
1447555,455920,True,Thu Nov 02 16:28:01 +0000 2017,Still not answering. Go and try the exact same booking I just told you. I can attempt this booking over and over and get same results.,,1447552.0
615945,342464,True,Wed Oct 11 00:58:50 +0000 2017,"I'm trying to add cloud saving to my @16699 game and can't tell if I broke it or if this is related. Thanks for the update, I'll try later",938443,615427.0
1028924,363461,True,Sat Oct 14 17:42:35 +0000 2017,Can attendant remind passengers of quiet coach rules on 5:30pm London-Glasgow train. Group of girls chatting &amp; drinking,"1028922,1028931,1028932",
645458,273228,True,Mon Sep 25 14:15:48 +0000 2017,And the external drive was formatted to NTFS through the NAS,645457,645459.0
2000689,591582,True,Thu Nov 02 23:10:22 +0000 2017,"hi there, my iPad seems to think it's 1970??",2000688,
2207539,645408,True,Thu Nov 09 23:00:36 +0000 2017,Mine doesn’t anymore,2207538,2207540.0
1687525,512459,True,Sun Nov 05 18:16:01 +0000 2017,I suspect it was staff since it was sold out everywhere &amp; I was on at 6 like a shot trying to re-reserve. Custom lost!,1687523,1687526.0
1456748,458107,True,Thu Nov 02 19:10:42 +0000 2017,but still a pretty surreal experience.,1456747,1456749.0
2366813,683208,True,Mon Nov 13 22:49:53 +0000 2017,I ordered food online and got extra corn...but you guys didn’t put ANY corn :(,2366812,
2483991,399056,True,Wed Nov 15 15:48:00 +0000 2017,Yeah I dont really see any option for subtitle errors across the many dropdown menus!,2483992,2483990.0
871998,327024,True,Fri Oct 13 00:36:06 +0000 2017,Ever seen the BBC video about the spaghetti harvest? Classic.,871997,871999.0
130322,145392,True,Fri Nov 24 06:20:57 +0000 2017,ガルパン劇場版がamazonプライムで見放題になってる,130321,
2757157,771620,True,Tue Nov 21 03:42:44 +0000 2017,I'm not using a Verizon router. Also that shouldn't be necessary as this has happened before and usually all you have to do is reset my network from your end.,2757158,2757156.0
2898644,120994,True,Sat Nov 25 15:38:21 +0000 2017,"have a fleet of these de-icing trains, several of which are based in the big sheds at Effingham Junction near Guildford. All they need is the staff to drive them and someone to check the weather forecast. https://t.co/pxPS1akJqX",2898643,2898645.0
1087081,376440,True,Sat Oct 14 23:52:25 +0000 2017,Hey @askciti Just told I have to call you whenever I travel so purchases made OOT won’t flag my accnt. 31-yr customer! Ridiculous!!!!!!!!!!,1087080,
2377936,685794,True,Wed Nov 08 22:19:26 +0000 2017,", I got on Call of Duty WW2 on xbox1 and could not get any orders and purchased a contract, soon after my game crashed and lost 1,000 credits and didn't get the contract. I also have the welcome to headquarters quests and I am now level 52, can u please fix this. Thanks",2377934,
415472,214068,True,Wed Oct 11 15:12:01 +0000 2017,Still awaiting for any action by you.,415473,415471.0
1081521,375123,True,Mon Oct 23 20:15:21 +0000 2017,It is the opposite of tubthumping,1081522,1081519.0
2050476,218746,True,Wed Oct 18 22:52:52 +0000 2017,Also @AmericanAir the overhead bins are empty...  so there's that,2050474,2050477.0
702023,287318,True,Thu Nov 23 16:39:51 +0000 2017,announcing black friday or cyber Mondayspecials yet,702022,
2503105,713908,True,Wed Nov 15 18:07:52 +0000 2017,i feel like bank of america is trying to tell me something https://t.co/KiwuEEL5o3,2503104,
1471550,401346,True,Fri Nov 03 00:21:33 +0000 2017,why is my internet so slow the past few weeks? Whatsup? I have 75 up 75 down internet. I swear i always have issue w/ u guys,"1471551,1471549",
2669512,344770,True,Sun Nov 19 00:23:45 +0000 2017,So will I definitely get my money back from Money Back Guarantee even if the seller doesn’t respond to my request of returning an item?,2669511,
1499783,468207,True,Fri Nov 03 14:27:14 +0000 2017,"Hi @119625 , Pls add @61893  starring @43388 directed by @59052 , missed it in cinemas.",1499782,
712261,290334,True,Tue Oct 10 22:55:17 +0000 2017,It's been 4 months-is there someone I can email about getting this fixed? I shouldn't have to call to scope out caribbean vacays from CLE,712263,712260.0
1323558,218809,True,Fri Oct 27 10:28:26 +0000 2017,trying to pre-order the Iphonex  but site is having issues.   Help!!,1323556,
545454,246803,True,Tue Nov 28 21:06:57 +0000 2017,So it doesn't matter how much I put in/have in the account? If I'm a student I can have the charges waived no problem?,"545453,545455",545456.0
596927,261509,True,Sun Dec 03 18:32:52 +0000 2017,"Dear @AppleSupport WHAT THE HELL HAVE YOU DONE WITH MY IPHONE.

IT KEEPS RESTARTING NO STOP.

GET YOUR SHIT TOGETHER APPLE.",596924,
72119,132190,True,Thu Nov 30 10:03:41 +0000 2017,"I missed 3 flights this week that I booked through Air Asia since I was stuck in Bali since Monday, could I ask for refund on my tickets or at least the bag check and meals that I prepaid for those flights?",72116,
1646901,169905,True,Mon Nov 06 01:11:19 +0000 2017,We are at 36min. Suggestion maybe after 15 turn off the dude who is trying to get me to use the app instead of calling.,1646900,1646902.0
